Date,Text,Text Normalization,Label_Bert,Encoded_Label
05/2024,"Kopi top tier akuuu!! 1. Kopi buatan @pingkanaw 2. Fore 3. Tuku 4. Kopi buatan temen aku lagi, nama tempatnya koprol coffee kayu putih. Cari aja di google! Sumpil enak",kopi top tier akuuu 1 kopi buatan 2 fore 3 tuku 4 kopi buatan teman nama tempatnya koprol coffee kayu putih cari google sumpil enak,positive,2
12/2024,tuku calf fore point,tuku calf fore point coffee,neutral,1
04/2024,belum coba matcha nya tomoro sih :((( tp emang matcha fore enak,coba matcha nya tomoro sih matcha fore enak,positive,2
01/2024,"coklat pertama yg bikin aku pas minum langsung terharu enak banget sampe ga berenti2 cerita sama org kalo fore enak , sampe disimpen sisanya dikulkas pas diminum lagi masih enak wkwkwk jadinya setiap pulang naik kereta beli mulu yg large.",coklat bikin pas minum terharu enak banget berenti2 cerita org fore enak disimpen sisanya dikulkas pas diminum enak wkwkwk pulang kereta beli melulu large,positive,2
04/2024,"Pernah nyobain matchanya fore, kaya matchamu wkwkwk",nyobain matchanya fore kaya matchamu wkwkwk,positive,2
01/2024,GAAAAKKKKK BGT. 2kali beli di bandara. Gk ada wangi2nya. Mana harganya 30an lagi. Mending fore sekalian.,gaaaakkkkk banget 2kali beli bandara gk wangi2nya harganya 30an fore,positive,2
05/2024,Fore calf sama point coffee terdabest bintang 5 semua.,fore calf point coffee coffee terdabest bintang 5,neutral,1
11/2024,"setuju tomoro next cobain point, matchanya fore kurang kl menurut aku",setuju tomoro cobain point coffee matchanya fore,positive,2
04/2024,gw sih tetap Fore for Ever yaa,sih fore for ever yaa,neutral,1
06/2024,"So far matcha terenak yg pernah kuminum adalah matcha-nya fore Tdk rasa susu, rada pahit, dan beneran emang ada hint rasa rumput wkwkwkwkwk canda, enak kok tdk creamy, yg kuapresiasi adalah dia tdk rasa susu dan ga begitu manis juga di lidahku",so far matcha terenak kuminum matchanya fore susu rada pahit beneran hint rumput wkwkwkwkwk canda enak creamy kuapresiasi susu manis lidahku,positive,2
04/2024,"fore, arabica, tuku",fore arabica tuku,neutral,1
04/2024,masih fore dan tuku,fore tuku,positive,2
01/2024,Matcha di fore juga enaaaak kata aku,matcha fore enaaaak,positive,2
04/2024,kopken matcha yg mana ?? aku pernah coba fore blm kopken soalnyaaa,kopi kenangan matcha coba fore kopi kenangan soalnyaaa,neutral,1
05/2024,foreee. ak kurang suka beans nya kopken:”,foreee suka beans nya kopi kenangan,negative,0
04/2024,tuku fore,tuku fore,negative,0
04/2024,"Point, fore, tuku",point coffee fore tuku,neutral,1
05/2024,"Sini kak, penggemar fore juga nih",kak penggemar fore,positive,2
09/2024,"Samaa fore jugaa, maap burem wkwk",samaa fore jugaa maap burem wkwk,negative,0
04/2024,"tuku, janjiw, fore, point",tuku janjiw fore point coffee,neutral,1
02/2024,"pagi dagang buah,gorengan,sayur lauk mateng,burjo.buryam.sariroti,roti rumahan Siang:bakso,tahu bulat,klepon Sore ampe mlm:lumpia, Klo mau jajanan yg laen tinggal nyebrang aja(gacoan,pijahat,yosinoya,kopken,fore,hokben,janjiw,kaepsi,mixue,angkringan)",pagi dagang buahgorengansayur lauk matengburjoburyamsarirotiroti rumahan siangbaksotahu bulatklepon sore ampe mlmlumpia jajanan laen nyebrang ajagacoanpijahatyosinoyakopkenforehokbenjanjiwkaepsimixueangkringan,positive,2
04/2024,"apa ya bingung, sejauh ini -tuku -point coffe -fore -tomoro -kopken bingung ah",iya bingung tuku point coffee coffe fore tomoro kopi kenangan bingung ah,negative,0
02/2024,"strbk, tawan, sushi tei, fore",strbk tawan sushi tei fore,neutral,1
04/2024,Fore gk ada yang gk enak,fore gk gk enak,neutral,1
03/2024,fore kopi titisan surga,fore kopi titisan surga,positive,2
04/2024,fore sama tomoro masi jd kaporit w si,fore tomoro masi kaporit si,positive,2
01/2024,Aaa jadi pengen fore lagi,aaa pengen fore,positive,2
04/2024,"Byk yg bilang enak tuku, jadi pengen coba kalo imo sekarang sih fore nomor satu",bilang enak tuku pengen coba imo sih fore nomor,positive,2
04/2024,Fore Point Kopi kenangan,fore point coffee kopi kenangan,positive,2
01/2024,"Aku sering beli fore, kadang ada barista yang udah tau tanpa nyebut nama dulu tapi yg paling apal aku malah bapak parkirnya fore",beli fore kadang barista nyebut nama apal parkirnya fore,negative,0
04/2024,Menu sahur yg semakin simple & Team Fore Junior karna ga bisa ngopi,menu sahur simple team fore junior ngopi,positive,2
04/2024,Fore sama point sih. Aaaaa ternyata aku punya taste sih bisa bedain rasa kopi satu sama lain,fore point coffee sih aaaaa taste sih bedain kopi,positive,2
11/2024,Greentea matcha-nya Fore yang paling enaaak! Kalau bikin sendiri belum nemu yang pas di lidah..,greentea matchanya fore enaaak bikin nemu pas lidah,positive,2
06/2024,udh dititik fore eneg liat gw,udah dititik fore eneg lihat,negative,0
12/2024,"calf, tuku, atau fore sj",calf tuku fore,neutral,1
06/2024,"Yang ga terlalu suka kopi, ini oke banget sih. Lebih ke creamy gitu rasanyaaa. Aku ga terlalu doyan kopi, tapi kalau ke fore selalu beli menu ini atau matcha",suka kopi oke banget sih creamy rasanyaaa doyan kopi fore beli menu matcha,positive,2
04/2024,"the besttt yg beneran kopi trs gw cocok ituuu family mart yg hazelnut latte the best!! trs fore, djournal coffee, tuku yg middle level tp ok point coffee sm arah coffee sisanya anehhhh bc gw ga cocok",besttt beneran kopi cocok ituuu family mart hazelnut latte best fore djournal coffee tuku middle level ok point coffee coffee arah coffee sisanya anehhhh bc cocok,positive,2
01/2024,"Sebenernya terakhir coffee butterscoth punya fore, tapi ga difoto",sebenernya coffee butterscoth fore difoto,neutral,1
01/2024,"Point, fore kemanisan",point coffee fore kemanisan,neutral,1
02/2024,"Setiap ke caffe selalu pesen minuman coklat krn gasuka sama lainnya. Dan sejauh ini coklatnya point coffee sama es teh indonesia ga gue suka rasanya. Tomoro, fore, haus, blm prnh coba. Nnti deh. Outletnya deket rumah cm niatnya blm ada.",caffe pesen minuman coklat gasuka coklatnya point coffee coffee es kakak perempuan indonesia suka tomoro fore haus coba nnti deh outletnya deket rumah cm niatnya,positive,2
04/2024,"Fore(takarannya pas semua ga perlu pesen less sugar), tuku(kalo ga pesen less bakal muanis bgt), kopken & janji(ini klo lagi pgn kopi yg strong).",foretakarannya pas pesen gula tukukalo pesen muanis banget kopi kenangan janjiini kopi strong,positive,2
11/2024,matcha nya fore enakk apalagi kalo susu nya diganti almond,matcha nya fore enakk susu nya diganti almond,positive,2
04/2024,Anomali-arabica-tuku-fore-tomoro-point,anomaliarabicatukuforetomoropoint,negative,0
02/2024,fore tuh beda outlet beda rasa,fore tuh beda outlet beda,negative,0
06/2024,Sejauh ini point sm fore sihh,point coffee fore sihh,positive,2
04/2024,kopken sm fore sihh,kopi kenangan fore sihh,positive,2
04/2024,sejauh ini fore sih udahhhh,fore sih udahhhh,negative,0
05/2024,"Fore, tuku, ada salah satu cafe di bdg yg biji kopinya enak bgt tapi lupaaaa",fore tuku salah cafe bandung biji kopinya enak banget lupaaaa,positive,2
04/2024,"Tuku, filkop, tomoro, fore, famima, pointtt",tuku filkop tomoro fore famima pointtt,neutral,1
04/2024,"Big 5 dinilai berdasar konsistensi utk Americano, Cafe Latte, dan Aren Coffee: 1. Tomoro 2. Point Coffee 3. Family Mart 4. Fore 5. Kenangan Honorable mention utk Calf. Liquid Jeferson nya bener2 ga ada obat.",big 5 dinilai berdasar konsistensi americano cafe latte aren coffee 1 tomoro 2 point coffee coffee 3 family mart 4 fore 5 kenangan honorable mention calf liquid jeferson nya bener2 obat,positive,2
06/2024,Gk valid di gue fore ttp bikin ngantuk kurang SETRONK,gk valid fore bikin ngantuk setronk,negative,0
07/2024,Kalo lambungnya belum terbiasa ngopi coba fore nder,lambungnya terbiasa ngopi coba fore,negative,0
01/2024,cup fore yg kecil emg lebih berasa ketimbang yg upsize,cup fore kecil memang berasa ketimbang upsize,positive,2
04/2024,ini mah emg sekelas fore tp harga merakyat,mah memang sekelas fore harga merakyat,positive,2
05/2024,"point coffe, fore, baru dua itu aja.",point coffee coffe fore,negative,0
04/2024,juara 3 point coffe juara 2 fore juara 1 TUKU!!!,juara 3 point coffee coffe juara 2 fore juara 1 tuku,neutral,1
04/2024,"Fore, tuku, kopken, Ya ga @xlovelizzie",fore tuku kopi kenangan iya,neutral,1
12/2024,Nama asli soalnya di apps pake nama asli Tapi yg fore pake nama panggilan Mas Agil ke gue sih wahahahahah,nama asli apps pakai nama asli fore pakai nama panggilan mas agil sih wahahahahah,negative,0
09/2024,"fore, arah kopi",fore arah kopi,neutral,1
05/2024,belikopi sama fore,belikopi fore,positive,2
04/2024,"Fore, tuku, point, tomoro",fore tuku point coffee tomoro,neutral,1
06/2024,"kalo mau kopisop yg cuma ada di sby kudu coba jokopi sih, tp kalo yg storenya ada di seluruh indo ya tuku/fore/kopken",kopisop sby coba jokopi sih storenya indo iya tukuforekopken,negative,0
05/2024,mau dong sbg orang yg suka kopinya fore,sbg suka kopinya fore,positive,2
01/2024,Aku gak suka fore. Gelasnya terlalu kecil,gak suka fore gelasnya kecil,negative,0
04/2024,"Kopi kenangan, Fore, point coffee",kopi kenangan fore point coffee coffee,positive,2
04/2024,"enak point apa fore si, kalo fore blm perna nyoba tapi point bestt bgtt",enak point coffee fore si fore perna nyoba point coffee bestt bgtt,positive,2
05/2024,ini kopinya lebih kuat dari fore ngga ya?,kopinya kuat fore iya,positive,2
05/2024,"Kopken, fore, point coffee Blm pernah nyoba tuku",kopi kenangan fore point coffee coffee nyoba tuku,positive,2
04/2024,"tuku, fore si kalo versi ak",tuku fore si versi,negative,0
01/2024,"fore dong, pesennya butterscotch seasalt latte enak bgtt",fore pesennya butterscotch seasalt latte enak bgtt,positive,2
04/2024,"fore, kopken, point kadang enak kadang engga",fore kopi kenangan point coffee kadang enak kadang engga,positive,2
05/2024,"Fore, tuku, jokopi",fore tuku jokopi,neutral,1
05/2024,"couvee java, fore butterscotch sea salt latte, 28 creme brulee sama salted caramel, kemenangan salted caramel sama butterscotch, tuku enak tp terlalu creamy buat aku menurutku tuku mirip sama cosan",couvee java fore butterscotch sea salt latte 28 creme brulee salted caramel kemenangan salted caramel butterscotch tuku enak creamy menurutku tuku mirip cosan,positive,2
04/2024,1. Fore 2. Point coffe 3. Blm bisa milih karna masih ada yang blm aku cobain,1 fore 2 point coffee coffe 3 milih cobain,positive,2
04/2024,"family mart, fore, point coffee ITU FAV AKU",family mart fore point coffee coffee favorit,neutral,1
01/2024,"POINT COFFE, Fore, Kopken, Jco, Janji jiwa.",point coffee coffe fore kopi kenangan jco janji jiwa,negative,0
04/2024,B aja yg fore,b fore,negative,0
09/2024,butterscotch atau caramel praline karena matchanya fore kureng,butterscotch caramel praline matchanya fore kureng,positive,2
05/2024,"Temen ku yg suka sama kopken+fore,katanya kureng untuk kopinya. Tapi kemaren liat di TL katanya varian hojicha sama matcha tomoro enak. Tapi semua tergantung selera,jadi buktiin masing² varian aja wkwkwk",teman ku suka kopkenforekatanya kureng kopinya lihat tl varian hojicha matcha tomoro enak tergantung selerajadi buktiin varian wkwkwk,positive,2
05/2024,"so far sih fore, fami sama point. soalnya pas nyoba tuku kemarin kayak kurang ngeblend gitu. padahal high expect sm tuku si",so far sih fore fami point coffee pas nyoba tuku kayak ngeblend high expect tuku si,negative,0
06/2024,"fore, tomoro, point, sm janjiw favorit gw",fore tomoro point coffee janjiw favorit,neutral,1
04/2024,"tuku, fore, point coffee",tuku fore point coffee coffee,neutral,1
04/2024,matcha fore emg enaakk mending yg biasa drpd yg ice blended soalnya fore ga ngasih straw alias bingung minumnya bjir,matcha fore memang enaakk ice blended fore straw alias bingung minumnya bjir,negative,0
04/2024,"Tuku, kenangan, fore",tuku kenangan fore,positive,2
05/2024,"Dulu juga berlaku ke kopi, pernah mual gara2 minum kopi waktu kelas 6, dan itu baru bisa minum kopi lagi waktu SMA cuma yang sesruput doang soalnya mual. Sekarang udah bisa minum kopi si, tapi harus yang kafeinnya ga berasa kayak punya Fore. Makanya gue secinta itu sama Fore.",berlaku kopi mual gara2 minum kopi kelas 6 minum kopi sesruput doang mual minum kopi si kafeinnya berasa kayak fore secinta fore,positive,2
05/2024,"Gue dulu kekeuh kopken kenangan mantan top tier, setelah menciba Fore, semuanya berubah tp fore mahal ajg ukuran largenya bisa beli ukuran jumbo kopken",keras kepala kopi kenangan kenangan top tier menciba fore berubah fore mahal ajg ukuran largenya beli ukuran jumbo kopi kenangan,negative,0
04/2024,1. Tuku 2. Fore 3. Famicafe,1 tuku 2 fore 3 famicafe,positive,2
05/2024,"Ngandelin promo kak sampe bikin 2 akun untuk 3 brand kopi (tomoro, kenangan, fore) xixi. Kalo aku ada kulkas pasti bisa lebih hemat lg krn bisa bikin sendiri. Tinggal beli bubuk kopi indocafe sm susu literan",ngandelin promo kak bikin 2 akun 3 brand kopi tomoro kenangan fore xixi kulkas hemat bikin beli bubuk kopi indocafe susu literan,positive,2
03/2024,Pertama ke fore trs langsung coba ini malah jd ketagihan,fore coba ketagihan,positive,2
06/2024,"Kalo kamu suka yg frape frape gt non coffee mending point ya beb, kalo coffee fore menang",suka frape frape non coffee point coffee iya sayang coffee fore menang,positive,2
06/2024,"Enak nder, favoritku kalo belanja di fore",enak favoritku belanja fore,positive,2
02/2024,"- Point Coffee (Aku lebih suka kopi saku ditambah esbatu. Kopinya enakkk walaupun murcee) - Tomoro (Kopi aren, tapi ini menurutku masih agak kemanisan. Dan info baristanya kalo kemanisan mending pesen yang latte) - Fore (Butterscotch sea salt, rekomen dari Forenya)",point coffee coffee suka kopi saku ditambah esbatu kopinya enakkk murcee tomoro kopi aren menurutku agak kemanisan informasi baristanya kemanisan pesen latte fore butterscotch sea salt rekomen forenya,positive,2
05/2024,fore sama makjay,fore makjay,positive,2
04/2024,"tuku, fore, ksk, point",tuku fore ksk point coffee,neutral,1
04/2024,Fore ama janji jiwaaaa udah,fore janji jiwaaaa,negative,0
04/2024,"terbaikk siiii, tapi matcha atmos juga mantap, cumaa mahal si, jadi fore terbaik",terbaikk siiii matcha atmos mantap cumaa mahal si fore terbaik,positive,2
01/2024,enakan mana sama fore?,enakan fore,negative,0
11/2024,"Jdi pengen fore, tp lambungku lagi ngambek-ngambeknya",pengen fore lambungku ngambekngambeknya,negative,0
06/2024,"ini mesti pilihan aku kalo misal pengen Fore tp ga pengen yg terlalu kopi(?) ada hint gurih dari sea saltnya terus ada tekstur crunchy dari crumblenya, aku lebih suka yg coffee malt",mesti pilihan pengen fore pengen kopi hint gurih sea saltnya tekstur crunchy crumblenya suka coffee malt,positive,2
04/2024,"Urutan versi gue, semua americano. 1. Tuku 2. % 3. Nako 4. Fore — kopken — famima",urutan versi americano 1 tuku 2 3 nako 4 fore kopi kenangan famima,positive,2
03/2024,ENAKK BANGETT INI TOP 1 FORE,enakk bangett top 1 fore,positive,2
05/2024,"Fore enak sih, kenangan gak banget buat gua berasa murahannya meskipun harganya lebih murah kopisop pinggir jalan",fore enak sih kenangan gak banget berasa murahannya meskipun harganya murah kopisop pinggir jalan,positive,2
05/2024,"karna disini gada tuku jadi fore, tomoro, point coffe",disini gada tuku fore tomoro point coffee coffe,positive,2
05/2024,1. tuku 2. calf 3. fore,1 tuku 2 calf 3 fore,negative,0
04/2024,"Aku yg ga terlalu suka kopi, tp menurutku yg masih masuk itu Fore dan Kopken. ga masuk bgt janji jiwa",suka kopi menurutku masuk fore kopi kenangan masuk banget janji jiwa,negative,0
02/2024,"Point coffee: cookies n cream, palm suggar latte Tomoro: blm prnh Fore: butterschotch sea salt Haus: blm prnh Es Teh: Cookies n cream, es teh nusantara",point coffee coffee cookies cream palm suggar latte tomoro fore butterschotch sea salt haus es kakak perempuan cookies cream es kakak perempuan nusantara,positive,2
05/2024,"tuku, fore, kina",tuku fore kina,neutral,1
04/2024,"B aja si ga bikin berkesan... Kata w tetep enak cosan, calf, sama fore wkwkwk",b si bikin berkesan tetep enak cosan calf fore wkwkwk,negative,0
11/2024,"Aku juga suka hojichanya matchamu. Dulu di fore ada menu hojicha latte enak bgt, tp sayang skrg udah ga ada",suka hojichanya matchamu fore menu hojicha latte enak banget sayang,positive,2
06/2024,"Samakk ak jg suka tomoro, fore jg enak",samakk suka tomoro fore enak,positive,2
12/2024,calf atau fore atau tuku juga enak,calf fore tuku enak,positive,2
04/2024,belum pernah coba fore. tapi point sama tuku enak,coba fore point coffee tuku enak,positive,2
02/2024,enakan fore si kalo matcha. fore-sbux-kopken-point-tomoro-janjiw,enakan fore si matcha foresbuxkopkenpointtomorojanjiw,neutral,1
04/2024,"Kopi Nako, Fore, Tuku",kopi nako fore tuku,positive,2
01/2024,"Tuku, fore, tomoro, kopken,famima. Sejauh ini itu siih favorit w diluar sbux",tuku fore tomoro kopkenfamima siih favorit diluar starbucks,positive,2
04/2024,"Fore sm point coffe, blm nyoba tomoro jd no comment",fore point coffee coffe nyoba tomoro comment,negative,0
11/2024,"tomoro, point, fore 3 ini sih yg paling enak menurutku",tomoro point coffee fore 3 sih enak menurutku,positive,2
