Date,Text,Text Normalization,Sentimen
05/2024,"thai teanya ena gaa??? ripiuw dong yg udah cobaa, mumpung ada kopken deket rumahh wkwkwk",thai teanya enak gaa ripiuw cobaa kopi kenangan deket rumahh wkwkwk,positive
05/2024,Jco sih klo thai tea. Kopken ak sukanya matcha nya kak,jco sih thai tea kopi kenangan sukanya matcha nya kak,positive
05/2024,itu keknya thai teanya kopken dehh,kayaknya thai teanya kopi kenangan dehh,positive
05/2024,"kalau thai tea antara jco sama kopken, lebih suka kop ken sih",thai tea jco kopi kenangan suka kop ken sih,positive
05/2024,"Kopken kak, kalau jco kurang rasa thai teanya....",kopi kenangan kak jco thai teanya,positive
05/2024,Thai tea jumbo kopken kayanya,thai tea jumbo kopi kenangan kayaknya,positive
05/2024,Kopken ka enak dia...,kopi kenangan kakak enak,positive
05/2024,"thai tea kopken.. aku baru nyoba juga ini, enak sih tapi sudah minta less sugar masih kemanisan (don't mind kamera aku kotor)",thai tea kopi kenangan nyoba enak sih gula kemanisan dont mind kamera kotor,positive
05/2024,lebih enak kopken menurutku,enak kopi kenangan menurutku,positive
05/2024,Thai tea kopken yg ukuran jumbo,thai tea kopi kenangan ukuran jumbo,neutral
05/2024,"thai tea kopken, kalo ku liat2 dari warna nya mah hehe",thai tea kopi kenangan ku liat2 warna nya mah he,positive
05/2024,"kopken kak, thaitea jco di dom ku kebanyakan es jd hambar hiks",kopi kenangan kak thaitea jco dom ku kebanyakan es hambar hiks,negative
05/2024,thai tea kopken depan kampus gue klo normal sugar manis bgt tp enak sih bneran mirip dumdum,thai tea kopi kenangan kampus normal gula manis banget enak sih bneran mirip dumdum,positive
05/2024,Thai tea kopken kayaknya,thai tea kopi kenangan kayaknya,positive
05/2024,"Aku kalo ngopi pake promoan kak, biasanya kopken, janjiw atau calf. Paling mahal 13k paking murah 8,500 per gelas. Tapi emang kudu belinya rombongan baru murceu :') makanya kadang pas mau ngopi, berdoa semoga temen pada gamau pas ditawarin. Kalo 1 orang aja gamau, aman dompet",ngopi pakai promoan kak kopi kenangan janjiw calf mahal 13k paking murah 8500 gelas belinya rombongan murceu kadang pas ngopi berdoa semoga teman gamau pas ditawarin 1 gamau aman dompet,positive
05/2024,"Kopken, kerasa tehnya. Half sugar, top",kopi kenangan kerasa tehnya half gula top,positive
05/2024,"Gaji gw kecil, tapi sukurnya nemu kopi yg murah dan enak dekat rumah, 1 cupnya cuma 10k doang rasanya bisalah bersaing dengan kopken, kopi soe, JJ, tapi kalo mau hemat lagi gw biasa bikin kopi itam+krimer+gula atau kopi itam+susu fulcream miriplah sama kopi di atas",gaji kecil sukurnya nemu kopi murah enak rumah 1 cupnya 10k doang bisalah bersaing kopi kenangan kopi soe jj hemat bikin kopi itamkrimergula kopi itamsusu fulcream miriplah kopi,positive
05/2024,"thai tea kopken nderr, enakk tp klo km gasuka manis better pesenn less sugar dehhh.. tp ak normal aman si",thai tea kopi kenangan nderr enakk gasuka manis better pesenn gula dehhh normal aman si,negative
05/2024,"Ku sejauh ini kl lg pengen thaitea selalu beli jco krn rasa susunya lebih berasa. Kl kopken blm coba, soon cb kopken",ku pengen thaitea beli jco susunya berasa kopi kenangan coba soon coba kopi kenangan,positive
05/2024,"Thai tea jumbooooooo nya kopken, gue kalo beli gelas jumbo ini buat bertiga baru abis kalo sendiri abisnya 3 hari kayanya",thai tea jumbooooooo nya kopi kenangan beli gelas jumbo bertiga habis abisnya 3 kayaknya,positive
05/2024,Emang thai teanya kopken tuh enakkk,thai teanya kopi kenangan tuh enakkk,positive
05/2024,"Pengen bgt dimsum mentai, minumannya kopken yg strong bgt (lg pusing banyak kerjaan)",pengen banget dimsum mentai minumannya kopi kenangan strong banget pusing kerjaan,positive
05/2024,"resmi, b aja rasanya mending beli tuku ato kopken dengan harga yang sama",resmi b beli tuku kopi kenangan harga,negative
05/2024,"Ini udah lama si, cuma kemasannya aja yg di upgrade Tp mnrtku rasanya jujur agak kurang sii udah mah mahall Mending kopken asli dahh sksks",si kemasannya upgrade mnrtku jujur agak sii mah mahall kopi kenangan asli dahh sksks,negative
05/2024,"kalo beli kayak di kopken atau point itu setauku ada gulanya soalnya pas aku beli ada manis"" gitu, jadi pas pesen sekalian req no sugar nder.",beli kayak kopi kenangan point coffee setauku gulanya pas beli manis pas pesen req gula,positive
05/2024,enakan matcha latte atau thai greentea? lagi pengen coba menu menu lain di kopken,enakan matcha latte thai greentea pengen coba menu menu kopi kenangan,positive
05/2024,Macthanya kopken emang gapernah gagal,macthanya kopi kenangan gapernah gagal,negative
05/2024,aaaaaargh mwu nyoba matcha kopken ga sempet terusssss,aaaaaargh mwu nyoba matcha kopi kenangan terusssss,negative
05/2024,"Lg order kopken,krn mendadak butuh yg manis2 buat memperbaiki mood",order kopkenkrn mendadak butuh manis2 memperbaiki mood,positive
05/2024,"Enakk kah ini??? Aku tiap pulang kerja ngelewatin kopken soalnya, mau cobaa",enakk pulang kerja ngelewatin kopi kenangan cobaa,negative
05/2024,"thai greentea/thaitea suka, hazelnut choco milk tea jg suka, susu grass jelly jg suka. kopken mah apa yg gue gasuka sih paling ice creamnya yg semua rasa ada durennya itu",thai greenteathaitea suka hazelnut choco milk tea suka susu grass jelly suka kopi kenangan mah gasuka sih ice creamnya durennya,positive
05/2024,"Tapi matcha lattenya kopken tuh banyak residunya, nder. Prefer fore or point sih kalo matcha latte.",matcha lattenya kopi kenangan tuh residunya prefer fore or point coffee sih matcha latte,positive
05/2024,Earl gray milk tea kopken - less sugar Yuyur green thai teanya rada kureng,earl gray milk tea kopi kenangan gula yuyur green thai teanya rada kureng,positive
05/2024,"Recommended menu nya yg non kopi ,di point kopi nya strong bgt buat gue , klo gw persen kopi lebih prefer kopken atau engga jco",recommended menu nya non kopi point coffee kopi nya strong banget kopi prefer kopi kenangan engga jco,positive
05/2024,baru nyoba matcha sih kalo non-coffee nya kopken,nyoba matcha sih noncoffee nya kopi kenangan,positive
05/2024,ak kalo kopken sukaaaa sekali minum susu grass jelly gula arennya,kopi kenangan sukaaaa minum susu grass jelly gula arennya,positive
05/2024,Itu bukan kopken ya?,kopi kenangan,negative
05/2024,anjir kopken itu singkatan ternyata?!! kopi kenangan? pantesan blg banyak cab nya d bali,anjing kopi kenangan singkatan kopi kenangan pantesan bilang cab nya bali,positive
05/2024,"kalo beli thai tea kopken mending yang no sugar kak karna emang semanis ituu, less sugar pun masih manis bgt",beli thai tea kopi kenangan gula kak semanis ituu gula manis banget,positive
05/2024,seliweran mulu kopken dari kemarin,seliweran melulu kopi kenangan,negative
05/2024,"aku lebih suka kopken nderr, cuma mau lebuh enak yg feel matcha itu enak bgt matchanya",suka kopi kenangan nderr lebuh enak feel matcha enak banget matchanya,positive
05/2024,Baru tauu thai greentea kopken seijo ini,tauu thai greentea kopi kenangan seijo,positive
05/2024,Aren creamy latte nya kopken yg baru enak banget.... must try !!!,aren creamy latte nya kopi kenangan enak banget must try,positive
05/2024,Kopken mah yg mantan aja udah enakk,kopi kenangan mah enakk,positive
05/2024,kopken! tp minta no sugar,kopi kenangan gula,neutral
05/2024,kopken tomoro sama famima masih ada pahit2nya,kopi kenangan tomoro famima pahit2nya,negative
05/2024,matcha latte punyanya kopken minta yg less sugar,matcha latte punyanya kopi kenangan gula,neutral
05/2024,"Belumm, adakah saran kopi no sugar yg enak di minum? Selain kopken dan janjiw yaa.",belumm adakah saran kopi gula enak minum kopi kenangan janjiw yaa,negative
05/2024,saking seringnya skripsian sendiri di kopken mba2nya sampe hapal,saking skripsian kopi kenangan mba2nya hapal,positive
05/2024,"freezy matcha kopken enak, chizu matcha es teh juga ada gumpalan bubuk matcha jadi masi ada bitter nya wenakkk, matcha point caffe juga enak better less sugar biar ada bitter nya, matcha oat latte tomoro juga wenak, last matcha greent tea foree manteppp, UDAA DEHH",freezy matcha kopi kenangan enak chizu matcha es kakak perempuan gumpalan bubuk matcha masi bitter nya wenakkk matcha point coffee caffe enak better gula biar bitter nya matcha oat latte tomoro wenak last matcha greent tea foree manteppp udaa dehh,positive
05/2024,"urutan kepaitan minuman matcha menurut w: ikuyo > feel matcha > tomoro > kopken minusnya ikuyo masih dikit variannya, fm sm tomoro kl no sugar masih lebih pahit fm, kopken walopun no sugar masih ada manis2nya kt aku mah",urutan kepaitan minuman matcha ikuyo feel matcha tomoro kopi kenangan minusnya ikuyo dikit variannya fm tomoro gula pahit fm kopi kenangan walopun gula manis2nya mah,positive
05/2024,"Kopken enak bisa minta less sugar kalo mau makin terasa bitter. Feel matcha enak juga, emang matcha bgt. Nah yg enak poll sejauh ini matcha Bae, matchanya juga banyak varian bubuknya, worth the price sihhh.",kopi kenangan enak gula bitter feel matcha enak matcha banget enak poll matcha bae matchanya varian bubuknya worth price sihhh,positive
05/2024,"Bener, kopken no sugar aja masih manis",benar kopi kenangan gula manis,negative
05/2024,"Freezy matcha kopken, matchami matchampion, kokumi. Pengen nyobain feel matcha tapi belum kesampean",freezy matcha kopi kenangan matchami matchampion kokumi pengen nyobain feel matcha kesampean,positive
05/2024,"Sejauh ini kopken, tapi belum jauh² bgt sih maennya hhe",kopi kenangan banget sih maennya hhe,positive
05/2024,"Kopken deket rumah yg masih ketara paitnya, nyoba yg laen manis bjirr",kopi kenangan deket rumah ketara paitnya nyoba laen manis bjirr,positive
05/2024,Matchanya kopken yg jumbo juga aku bisa krn secocok itu sama lidahku apalagi no sugar,matchanya kopi kenangan jumbo secocok lidahku gula,positive
05/2024,"indomilk banana milk&strawberry, oatside choco, vsoy multi grain, kopken yg ungu",indomilk banana milkstrawberry oatside choco vsoy multi grain kopi kenangan ungu,positive
05/2024,matcha latte kopken udah jadi favorit aku,matcha latte kopi kenangan favorit,positive
05/2024,Matcha nya kopken pahittt enak nderr,matcha nya kopi kenangan pahittt enak nderr,positive
05/2024,galaxy mall selantai sama kopken,galaxy mall selantai kopi kenangan,positive
05/2024,ak kurang suka butterscotch jd sukanya kopken,suka butterscotch sukanya kopi kenangan,positive
05/2024,Fore sih. Kalo kopken menurutku yg paling enak cuma line oatside series aja,fore sih kopi kenangan menurutku enak line oatside series,positive
05/2024,"Beda rasa mah yg fore butterscoth sea salt itu dia creamy,gurih(ada crumble biskuit Yg kopken mantan ya samaal aja kaya kopi susu,kalo mau nyoba kopken yg enak cobain ke retail kopken yg kenangan signature harga menunya 2-3x lipat lebih mahal tp serving rasa minumannya enak bgtt",beda mah fore butterscoth sea salt creamygurihada crumble biskuit kopi kenangan samaal kaya kopi susukalo nyoba kopi kenangan enak cobain retail kopi kenangan kenangan signature harga menunya 23x lipat mahal serving minumannya enak bgtt,positive
05/2024,"atas nder, cuma kalo misal km tipe ngopi semenit abis mending kopken soalnya fore enaknya di seruput dikit2 wkwk",tipe ngopi semenit habis kopi kenangan fore enaknya seruput dikit2 wkwk,positive
05/2024,"Fore jelas lbh enak, dri dulu ga pnh suka sma kopi kenangan. Buat gw pecinta kopi, terlalu encer products dri kopi kenangan",fore lbh enak pnh suka kopi kenangan pecinta kopi encer products kopi kenangan,positive
05/2024,"Wkwkkw kok pda lbh suka fore ya, aku tim kopken. Fore ga kerasa kopinya hiks",tertawa pda lbh suka fore tim kopi kenangan fore kerasa kopinya hiks,positive
05/2024,"tim kopken, kmrn pertama kali nyoba fore rasanya ga cocok",tim kopi kenangan nyoba fore cocok,negative
05/2024,lebih suka kopken sih akuhh,suka kopi kenangan sih akuhh,positive
05/2024,"Kalau gak bisa ngopi banyak kyk aku, ngopi cuma smb nongkrong lama Fore sih. Dr rasa jg lebih suka fore. Tp kalau minum kopi kyk sapi gelonggong bergelas2 kopken aja itung2nya lbh murce xD",gak ngopi ngopi smb nongkrong fore sih dr suka fore minum kopi sapi gelonggong bergelas2 kopi kenangan itung2nya lbh murce xd,positive
05/2024,"Harga jauh bgt mending kopken, walau fore enak juga hahaha",harga banget kopi kenangan fore enak hahaha,negative
05/2024,"Fore sih, kopken buat aku terlalu manis.",fore sih kopi kenangan manis,negative
05/2024,foreee. ak kurang suka beans nya kopken:”,foreee suka beans nya kopi kenangan,negative
05/2024,Aku tim kopken karna fore bikin kembung sih di aku,tim kopi kenangan fore bikin kembung sih,positive
05/2024,"Fore enak ada foam gitu diatasnya, kopken kopi gula aren biasa cukup enak si, prefer fore aja cuma beda dikit hehe",fore enak foam diatasnya kopi kenangan kopi gula aren enak si prefer fore beda dikit he,positive
05/2024,"isi tweetnya banyak yang suka fore, should i try it? soalnya sampe saat ini masih kopken juara di mulut",isi tweetnya suka fore should i try it kopi kenangan juara mulut,positive
05/2024,butterscotch fore sih soalnya enak bgt tp klo butuh kafeinnya better kopken,butterscotch fore sih enak banget butuh kafeinnya better kopi kenangan,positive
05/2024,Aku tim kopken nder. Fore emng enak tp di lidahku ninggalin after taste yg kurang aku suka,tim kopi kenangan fore memang enak lidahku ninggalin after taste suka,negative
05/2024,"Fore enak bangettt apalagi yg seasalt itu tp bukan yg kopi banget, lebih kopi kopken mantan",fore enak bangettt seasalt kopi banget kopi kopi kenangan,positive
05/2024,Lebih suka kopken dari pada fore,suka kopi kenangan fore,positive
05/2024,kataku mending fore kapan lagi dapet promo tpi klo km mau kopken ya beli aja,kataku fore promo kopi kenangan beli,positive
05/2024,"Kalau biasa kopken , minum fore gak ada apa2 nya manis doang",kopi kenangan minum fore gak apa2 nya manis doang,negative
05/2024,"akusih barudak kopken, separuh jiwaku ada dikopken",akusih barudak kopi kenangan separuh jiwaku dikopken,negative
05/2024,"Dulu sebelum ada kopken always buy americano at chatime, but rn I prefer americano kopken. Selain americano, aku juga suka strawberry smoothie, matcha + espresso (sekarang udah ada matcha + espresso langsung di kopken), sama yang hazelnut itu nder",kopi kenangan always buy americano at chatime but rn i prefer americano kopi kenangan americano suka strawberry smoothie matcha espresso matcha espresso kopi kenangan hazelnut,positive
05/2024,"Paling aman ultra milk strawberry, milo, nescafe, kopi kenangan",aman ultra milk strawberry milo nescafe kopi kenangan,positive
05/2024,Kopken biasa aja rasanya,kopi kenangan,negative
05/2024,Emang ada ya yang bilang kopken enak?,bilang kopi kenangan enak,positive
05/2024,"Belum pernah nyoba yg kopken, tapi fore butterscotch itu serius enaaak bangetttt balance pol rasa asin dan kopi susunya, uniik dan rekomen",nyoba kopi kenangan fore butterscotch serius enaaak bangetttt balance pol asin kopi susunya uniik rekomen,positive
05/2024,KOPI KENANGAN SAMA FOREEE JUARA BANGETTTT,kopi kenangan foreee juara bangetttt,positive
05/2024,"murah ga si, croissantnya kopken itu pun 14k per biji",murah si croissantnya kopi kenangan 14k biji,positive
05/2024,kopi kenangan mantan yg oatside,kopi kenangan oatside,positive
05/2024,oatside kopken mantan tapi no sugar,oatside kopi kenangan gula,negative
05/2024,Kopi kenangan mantan sihh favku,kopi kenangan sihh favku,positive
05/2024,Kopi kenangan mantan no sugar,kopi kenangan gula,positive
05/2024,Kopi kenangan mantan,kopi kenangan,positive
05/2024,ih di aku yg bikin deg deg an mah kopken double shoot. Malah tomoro kurang strong,ih bikin deg deg an mah kopi kenangan double shoot tomoro strong,negative
05/2024,"Aku kalo kopken double shoot masih aman malah, tomoro 3 varian kopi deg deg an semua.",kopi kenangan double shoot aman tomoro 3 varian kopi deg deg an,negative
05/2024,"Udah lamaa, skrg beralih ke kopken klo mau minum",lamaa beralih kopi kenangan minum,positive
05/2024,thn kemaren kayaknyaa disini kebanyakan kopken tomoro sm mixueee,kayaknyaa disini kebanyakan kopi kenangan tomoro mixueee,negative
05/2024,kopken: enak to rada ada msh serbuk2 gt (ga terlalu alus) fore: kurang strong matchanya tp ya gurih gt ga terlalu manis tomoro: the best HAHAHAHAH,kopi kenangan enak to rada serbuk2 alus fore strong matchanya gurih manis tomoro best hahahahah,positive
05/2024,"Kopi kenangan matchanya pait, pilih no sugar",kopi kenangan matchanya pait pilih gula,positive
05/2024,kopken minta less sugar. kl point coffee masih kerasa manis.,kopi kenangan gula point coffee coffee kerasa manis,positive
05/2024,"kopken sih, yg normal aja udh kerasa pait kl mw lbh pait mnt less sugar",kopi kenangan sih normal udah kerasa pait now watching lbh pait gula,negative
05/2024,Kopi kenangan nder,kopi kenangan,positive
05/2024,Yang lama tuh kopken kalo beli dari aplikasinya. Bisa 20 menit lebih jir padahal outletnya lagi ga rame,tuh kopi kenangan beli aplikasinya 20 menit anjing outletnya ramai,negative
06/2024,"kalo mau kopisop yg cuma ada di sby kudu coba jokopi sih, tp kalo yg storenya ada di seluruh indo ya tuku/fore/kopken",kopisop sby coba jokopi sih storenya indo tukuforekopken,negative
06/2024,"Kalau aku ke kopken beli yg non coffe biasanya beli yg ini nder. Btw ini minuman asem seger, cocok buat cuaca yg lagi panas.",kopi kenangan beli non coffe beli ngomong-ngomong minuman asam seger cocok cuaca panas,positive
