Date,Text,Text Normalization,Label_Bert
05/2024,"fore butter"" an, soalnya kopi paling ramah aslam mnurutku klo yg paling big no, tomoro soalnya baru seteguk langsung pening palaku",fore butter an kopi ramah asam lambung mnurutku big tomoro seteguk pening palaku,positive
05/2024,fore sama makjay,fore makjay,positive
05/2024,dulu janji jiwa tapi skrg beralih ke fore,janji jiwa beralih fore,neutral
05/2024,fore sihh,fore sihh,negative
05/2024,Kapok gw beli fore yg seliter karena rasanya jauh dari yg cup,kapok beli fore seliter cup,negative
05/2024,"Tuku KST, XXI Kopi Pandan, Fore Pandan Latte",tuku kst xxi kopi pandan fore pandan latte,positive
05/2024,belikopi sama fore,belikopi fore,positive
05/2024,"Cappuccino nya Fore, americano lemonade tomoro kemqrin baru nyoba masuk banget di aku haha Masih mencari macchiato yang enak punya sapa ya",cappuccino nya fore americano lemonade tomoro kemqrin nyoba masuk banget tertawa macchiato enak sapa iya,positive
05/2024,"tukuuuu, fore terlalu light, kopken kemanisan. paling bener TUKUUUU",tukuuuu fore terang kopi kenangan kemanisan benar tukuuuu,positive
05/2024,tuku fore adalah top tier menurutku kopi kopian,tuku fore top tier menurutku kopi kopian,positive
05/2024,top tier ku tetep fore tapi mehong jadi sering ke kenangan atau tomorow,top tier ku tetep fore mehong kenangan tomorow,positive
05/2024,Tuku Kopi yg di coffeshop kemang tp lupa bgt namanya apa Flash Jago Fore Kenangan,tuku kopi coffeshop kemang lupa banget namanya flash jago fore kenangan,positive
05/2024,"Kopinya si calf rata2 pahit after tastenya, kalo mau kopi light bisa cobain fore. 2 menu kopi fore di atas light semua",kopinya si calf rata2 pahit after tastenya kopi terang cobain fore 2 menu kopi fore terang,positive
05/2024,"Fore, Tomoro, Kopi point.",fore tomoro kopi point coffee,negative
05/2024,tuku oke si tp lbh suka kopken ama fore baru tuku,tuku oke si lbh suka kopi kenangan fore tuku,positive
05/2024,Top 1 tuku Top 2 Fore Top 3 kopken Top 4 janjiw,top 1 tuku top 2 fore top 3 kopi kenangan top 4 janjiw,positive
05/2024,1st Fore (Praline Machiatto) 2nd Tuku (Es kopi susu tetangga) ditambah baileys sendiri makin,1st fore praline machiatto 2nd tuku es kopi susu tetangga ditambah baileys,positive
05/2024,Duhh fore amaan banget,duhh fore amaan banget,positive
05/2024,"fore aren, tomoro aren oat milk, flash coffee aren almond milk bisa dijadikan opsi selain tuku",fore aren tomoro aren oat milk flash coffee aren almond milk dijadikan opsi tuku,positive
05/2024,Gak fore gak hore,gak fore gak hore,negative
05/2024,Foree yaallah fore harga mati enak bgt monangisss,foree yaallah fore harga mati enak banget monangisss,positive
05/2024,1. KST Tuku 2. Calf Liquid Jefferson 3. KSK Famima 4. Butterscotch Fore Sementara baru ini sih,1 kst tuku 2 calf liquid jefferson 3 ksk famima 4 butterscotch fore sih,negative
05/2024,"Gue dulu kekeuh kopken kenangan mantan top tier, setelah menciba Fore, semuanya berubah tp fore mahal ajg ukuran largenya bisa beli ukuran jumbo kopken",keras kepala kopi kenangan kenangan top tier menciba fore berubah fore mahal ajg ukuran largenya beli ukuran jumbo kopi kenangan,negative
05/2024,Kalau di malang yang enak itu amstirdam dan kopi jaya Kalau yg bisa ditemui dimananpun fore dan point Sedih belum bisa coba tuku :’(,malang enak amstirdam kopi jaya ditemui dimananpun fore point coffee sedih coba tuku,positive
05/2024,fore masih di hati,fore hati,positive
05/2024,"Sebagai perantau yg gak nemu point, fore, dll. Kopi andalaku adalah Uda Coffee, dimanakah aku? Haha. Kalau di bandung masih doyan point, kopi eyang, fore",perantau gak nemu point coffee fore lain-lain kopi andalaku uda coffee dimanakah tertawa bandung doyan point coffee kopi eyang fore,positive
05/2024,Fore buttercream latte sama kopi lawson yg kopi susu arabica gayo,fore buttercream latte kopi lawson kopi susu arabica gayo,positive
05/2024,Aku baru coba dua itu sih hehe. Mungkin bisa coba Feel Matcha atau Fore(?). Belum kesampean nyobain itu soalnya wkwk,coba sih he mungkin coba feel matcha fore kesampean nyobain wkwk,negative
05/2024,Matcha Frappe Tomoro juga enak. Tapi aku lebih suka Matcha nya FORE. Paling enak diantara semua menurutku.,matcha frappe tomoro enak suka matcha nya fore enak menurutku,positive
05/2024,SAMA AKU JUGA TUKU DAN KEDUA FORE,tuku fore,positive
05/2024,Fore sama kopi kemenangan kalau di tembalang rasanya 11/12 sama kaya tuku dia creamy gitu,fore kopi kemenangan tembalang 1112 kaya tuku creamy,positive
05/2024,Sementara masih fore,fore,neutral
05/2024,"Kopi top tier akuuu!! 1. Kopi buatan @pingkanaw 2. Fore 3. Tuku 4. Kopi buatan temen aku lagi, nama tempatnya koprol coffee kayu putih. Cari aja di google! Sumpil enak",kopi top tier akuuu 1 kopi buatan 2 fore 3 tuku 4 kopi buatan teman nama tempatnya koprol coffee kayu putih cari google sumpil enak,positive
05/2024,"Tuku, fore, stuja",tuku fore stuja,negative
05/2024,"Deket rumah ada point, fore, tuku, kopken sma tomoro. Fore blm dicoba, tomoro masih yg ter so far",deket rumah point coffee fore tuku kopi kenangan tomoro fore dicoba tomoro ter so far,positive
05/2024,"tuku, fore, jokopi",tuku fore jokopi,neutral
05/2024,mam rotinya fore deli,makan rotinya fore deli,positive
05/2024,"Fore enak apa lagi yg Manuka ga bikin degdegan, cemas, mual dan mules",fore enak manuka bikin degdegan cemas mual mules,positive
05/2024,"fore, janjiw, tuku, kopken, tomoro",fore janjiw tuku kopi kenangan tomoro,neutral
05/2024,Yh sebagai anak cupu ngopi Urutan dari yg masih cukup bisa di toleransi sampe engga bisa : *artinya dari yg mild ke strong 1. Cold brew tanamera 2. Fore 3. Tomoro 4. Kopken jawara beans (lainnya gk dulu) 5. Point coffee,yh anak cupu ngopi urutan toleransi engga mild strong 1 cold brew tanamera 2 fore 3 tomoro 4 kopi kenangan jawara beans gk 5 point coffee coffee,positive
05/2024,"nah kan, tuku fore calf satu jenis, mild coffee makanya aku sukaa banget.",kan tuku fore calf mild coffee sukaa banget,positive
05/2024,GAADA FORE DISINI,uang fore disini,neutral
05/2024,"1. Excelso (beli beans/bubuk) yang gold arabica nyeduh sendiri di rumah udah paling mantep sih. 2. fore - butterscoth sea saltnya enak, pas. 3. Point - caramel macchiato tapi minta less sugar kalo enggak manis banget 4. Janji jiwa yang americanonya enak",1 excelso beli beansbubuk gold arabica nyeduh rumah mantap sih 2 fore butterscoth sea saltnya enak pas 3 point coffee caramel macchiato gula manis banget 4 janji jiwa americanonya enak,positive
05/2024,"gais enakan tuku, kopken, calf, atau fore ya? **bkn buat aku, tp momskiku yg sukanya kopken, beliau kurang cocok sm tomoro",gais enakan tuku kopi kenangan calf fore iya momskiku sukanya kopi kenangan cocok tomoro,positive
05/2024,"kalo moms km suka yg kopinya strong, tuku. kalo mau tipe light, fore. kalo mau yg susu kopi balance tp seleranya yg manis, kopken. overall tuku terbaik",moms suka kopinya strong tuku tipe terang fore susu kopi balance seleranya manis kopi kenangan overall tuku terbaik,positive
05/2024,"calf sama fore aren latte pasti cocok. aku ada saran kalo mamanya suka kopi agak strong, mungkin harus coba kopi nako yg strong (ini menurutku enakk)",calf fore aren latte cocok saran mamanya suka kopi agak strong mungkin coba kopi nako strong menurutku enakk,positive
05/2024,Tunggu fore menghilang,tunggu fore menghilang,negative
05/2024,Tuku and fore paling enak,tuku and fore enak,positive
05/2024,"tuku kopi strong enak dan thick, kalau agak light tp ttp enak fore/kopken",tuku kopi strong enak thick agak terang enak forekopken,positive
05/2024,"karena cuma pernah cobain fore & calf. kalau mau strongg tapi creamy tuh calf ( buat penderita aslam, not friendly karena minum dikit aja udah bikin muntah)",cobain fore calf strongg creamy tuh calf penderita asam lambung not friendly minum dikit bikin muntah,positive
05/2024,Fore dulu baru tuku,fore tuku,neutral
05/2024,"Kalau less sugar 8/10 nder (gak suka terlalu manis soalnya), opsi pengganti selain fore yang double ice shaken",gula 810 gak suka manis opsi pengganti fore double ice shaken,positive
05/2024,"Fore is still my fav tbh, tapi tuku juga enaaaak",fore is my favorit tbh tuku enaaaak,positive
05/2024,tim gas fore di kotanya,tim gas fore kotanya,neutral
05/2024,Buat pecinta kopi yang sukanya super creamyyyyyy fore masih juara sih,pecinta kopi sukanya super creamyyyyyy fore juara sih,positive
05/2024,calf sm fore sih,calf fore sih,negative
05/2024,Sorry oot tapi ada yg pernah coba kopi nya alfamart gk?? Itu enak gk ya pengen fore tapi males gofood wkwk kalau kopi nya ck sama point coffe aku udah nyoba tapi kalau alfa belum,maaf out of topic coba kopi nya alfamart gk enak gk iya pengen fore males gofood wkwk kopi nya ck point coffee coffe nyoba alfa,negative
05/2024,"masi stuck di fore, soalnya dom gueh gaada tuku dah",masi stuck fore dom gueh uang tuku deh,negative
05/2024,Kemaren si sby lupa nyoba huhu malah minum fore lagi fore lagi,si sby lupa nyoba huhu minum fore fore,negative
05/2024,ini kopinya lebih kuat dari fore ngga ya?,kopinya kuat fore iya,positive
05/2024,Menurutku lebih kuat kopi fore,menurutku kuat kopi fore,positive
05/2024,"Memang untuk saat ini perkopian paling enak Kopi tuku, Kedua baru fore",memang perkopian enak kopi tuku fore,positive
05/2024,Rillll Tuku dan fore andalan,rillll tuku fore andalan,positive
05/2024,1. Tuku 2. Calf 3. Fore 4. Animo TOP BANGET INI MAH NO DEBAT.,1 tuku 2 calf 3 fore 4 animo top banget mah debat,positive
05/2024,iyeah sm kopken sih ohh sm fore jg,iyeah kopi kenangan sih ohh fore,neutral
05/2024,"Iyakan??!!! Aku sadar aku ga kuat kopi bgt makannya aku suka tambahin es+susu. Biasanya aku pesen di sbux, fore bahkan kafe lokal paling mentok pala pusing ma mode geter ini pun masih bisa tidur pas malem.. cuma ini kopi bikin nangis sumpah",iyakan sadar kuat kopi banget makannya suka tambahin essusu pesen starbucks fore kafe lokal mentok kepala pusing ma mode geter tidur pas malam kopi bikin menangis sumpah,positive
05/2024,Tolong dong...aku gamau zonk jd berikan aku saran kopi tuku yg enak tuh apa? Sejauh ini kopi enakku masih fore butterscotch sea salt latte,dongaku gamau bodoh berikan saran kopi tuku enak tuh kopi enakku fore butterscotch sea salt latte,positive
05/2024,"Fore. Dari semua kopi2an paling kenceng bikin deg2an Fore, sih. Pdhl kerasanya gak strong, tapi bikin deg2annya gile",fore kopi2an kenceng bikin deg2an fore sih pdhl kerasanya gak strong bikin deg2annya gila,positive
05/2024,"Point atau fore, kenceng kopi mereka",point coffee fore kenceng kopi,positive
05/2024,Tuku (tp ga ada disini) Fore Kemenangan,tuku disini fore kemenangan,negative
05/2024,"konsonan langit yang akan jadi saksi cintaku kepadamu, terlebih untuk fore",konsonan langit saksi cintaku kepadamu fore,positive
05/2024,"Boleee nder, keluarga gw mostly suka fore",boleee keluarga mostly suka fore,positive
05/2024,mau dong sbg orang yg suka kopinya fore,sbg suka kopinya fore,positive
05/2024,Siniii teman teman irlku menyebutkan duta Fore,siniii teman teman irlku duta fore,neutral
05/2024,Bolehhhh. Aku lgi candu bgt sm fore sinii dm aja nder,bolehhhh candu banget fore sinii dm,positive
05/2024,"Sini kaaa, aku langganan fore",kaaa langganan fore,neutral
05/2024,"Sini nderr, aku lagi minum matcha nya fore kebetulan",nderr minum matcha nya fore,neutral
05/2024,"aku pecinta fore harus ngisi ini, drop nder",pecinta fore mengisi drop,positive
05/2024,Aku sebagai konsumen regulernya Fore harus mengisi ini. Monggo DM senderrr,konsumen regulernya fore mengisi monggo dm senderrr,neutral
05/2024,Sini nder! aku suka bgt fore!,suka banget fore,positive
05/2024,Boleh nderr beberapa hari terakhir aku suka beli fore,nderr suka beli fore,positive
05/2024,"Boleeh nder, fyi dulu aku addicted bgt sama Janji Jiwa tapi skrg lagi addict2nya sama Fore apalagi yang Iced Classic Latte",boleeh memberitahu addicted banget janji jiwa addict2nya fore iced classic latte,positive
05/2024,"Sini kak, penggemar fore juga nih",kak penggemar fore,positive
05/2024,"kakak suka bgt fore https://bit.ly/pernahbeliforegak… requestnya: pilih dom surabaya pernah beli di outlet lain isinya jgn 5 terus, jadi gantian antara 3-5",kakak suka banget fore requestnya pilih dom surabaya beli outlet isinya 5 gantian 35,positive
05/2024,"ini kakak kakak yg suka beli fore https://bit.ly/pernahbeliforegak… requestnya: pilih dom surabaya pernah beli di outlet lain isinya jgn 5 terus, jadi gantian antara 3-5",kakak kakak suka beli fore requestnya pilih dom surabaya beli outlet isinya 5 gantian 35,neutral
05/2024,"ayo kakakk2 yg pernah minum fore https://bit.ly/pernahbeliforegak… requestnya: pilih dom surabaya pernah beli di outlet lain isinya jgn 5 terus, jadi gantian antara 3-5",ayo kakakk2 minum fore requestnya pilih dom surabaya beli outlet isinya 5 gantian 35,neutral
05/2024,"thankyouu kakkak love fore https://bit.ly/pernahbeliforegak… requestnya: pilih dom surabaya pernah beli di outlet lain isinya jgn 5 terus, jadi gantian antara 3-5",thankyouu kakkak love fore requestnya pilih dom surabaya beli outlet isinya 5 gantian 35,positive
05/2024,Aku penikmat setia fore,penikmat setia fore,positive
05/2024,penggemar Fore silakan drop link,penggemar fore silakan drop link,neutral
05/2024,"wow kak fore jg dinikmati dgn setia https://bit.ly/pernahbeliforegak… requestnya: pilih dom surabaya pernah beli di outlet lain isinya jgn 5 terus, jadi gantian antara 3-5",wow kak fore dinikmati setia requestnya pilih dom surabaya beli outlet isinya 5 gantian 35,positive
05/2024,Ka ini harus Fore Surabaya?,kakak fore surabaya,negative
05/2024,MANA SINI AKU CINTA MATI FORE,cinta mati fore,positive
05/2024,tag aku nderrr. aku & temen2 ku pelanggaran setia fore & kopi lain,tag nderrr teman-teman ku pelanggaran setia fore kopi,negative
05/2024,yok jadi responden duta fore @dearhanii_,yok responden duta fore,neutral
05/2024,"Ngandelin promo kak sampe bikin 2 akun untuk 3 brand kopi (tomoro, kenangan, fore) xixi. Kalo aku ada kulkas pasti bisa lebih hemat lg krn bisa bikin sendiri. Tinggal beli bubuk kopi indocafe sm susu literan",ngandelin promo kak bikin 2 akun 3 brand kopi tomoro kenangan fore xixi kulkas hemat bikin beli bubuk kopi indocafe susu literan,positive
05/2024,Sini sini... tp ku ga sering beli fore sih. Masuk ga?,ku beli fore sih masuk,positive
05/2024,Mauuu sini aku bantuin nder. Aku suka bgt kopi fore,mauuu bantuin suka banget kopi fore,positive
05/2024,Sebagai yang seminggu 2 kali beli fore sini aku bantuinnnnnn,seminggu 2 beli fore bantuinnnnnn,positive
05/2024,"wkwkw fore juga suka kakak! thankyou kakk https://bit.ly/pernahbeliforegak… requestnya: pilih dom surabaya pernah beli di outlet lain isinya jgn 5 terus, jadi gantian antara 3-5",wkwkw fore suka kakak thankyou kakk requestnya pilih dom surabaya beli outlet isinya 5 gantian 35,positive
05/2024,"WOW FORE CINTA MATI KAKAK JG https://bit.ly/pernahbeliforegak… requestnya: pilih dom surabaya pernah beli di outlet lain isinya jgn 5 terus, jadi gantian antara 3-5",wow fore cinta mati kakak requestnya pilih dom surabaya beli outlet isinya 5 gantian 35,positive
05/2024,"AYOOO SINI DM AKU, AKU FORE LOVERS",ayooo dm fore lovers,neutral
05/2024,loo heh fore mana kak sring pergiin,loo heh fore kak sring pergiin,negative
05/2024,AKUUUUU TIAP HARI BELI FORE,akuuuuu beli fore,negative
05/2024,udah pernah pake fore sih tp boleh sini mana kubantu isi,pakai fore sih kubantu isi,neutral
05/2024,Pengguna aplikasi fore dari lama,pengguna aplikasi fore,neutral
05/2024,"INI KAK INI KAKK BAHKAN UNAME KM FORE BGT https://bit.ly/pernahbeliforegak… requestnya: pilih dom surabaya pernah beli di outlet lain isinya jgn 5 terus, jadi gantian antara 3-5",kak kakk uname fore banget requestnya pilih dom surabaya beli outlet isinya 5 gantian 35,negative
05/2024,"km suka yg menu apa kakk? tapi kalo pernah beli fore boleh bantu isi gak kakk? https://bit.ly/pernahbeliforegak… requestnya: pilih dom surabaya pernah beli di outlet lain isinya jgn 5 terus, jadi gantian antara 3-5",suka menu kakk beli fore bantu isi gak kakk requestnya pilih dom surabaya beli outlet isinya 5 gantian 35,positive
05/2024,"WAKKAA KAKAK PECINTA FORE!! THANKYOU KAK https://bit.ly/pernahbeliforegak… ada sedikit requestnya: pilih dom surabaya pernah beli di outlet lain isinya jgn 5 terus, jadi gantian antara 3-5",wakkaa kakak pecinta fore thankyou kak requestnya pilih dom surabaya beli outlet isinya 5 gantian 35,negative
05/2024,Sini nder aku duta fore,duta fore,neutral
05/2024,"Ini, birthday treats ku setelah beli cakenya famimart yg aneh dan berjamur itu mana fore dapet 50% diskon",birthday treats ku beli cakenya famimart aneh berjamur fore 50 diskon,negative
05/2024,"Matcha frapee sih, tapi sekarang lagi demen jajan matchanya fore, lebih creamy menurutku.",matcha frapee sih suka jajan matchanya fore creamy menurutku,positive
05/2024,"review poin vs fore dongg kalo ada yg pernahh, aku tim fore trs kata temen aku enakan poin tp belomm coba coba soalnya masih nyaman fore",review poin vs fore dongg pernahh tim fore teman enakan poin belomm coba coba nyaman fore,positive
05/2024,"aku the one and only palm sugar, dibanding lawson, famima, tomoro, fore. yg paling nendang kopinya (krn 2 shot sih), palm sugarnya juga enak. mirip aren cendol Elizabeth",one and only palm gula dibanding lawson famima tomoro fore nendang kopinya 2 shot sih palm sugarnya enak mirip aren cendol elizabeth,positive
